IDENTIFIER	chrom	start	stop	symbol	is_refseq	refseq_id
10436841	16	91406488	91426074	Il10rb	true	NM_008349
10436849	16	91465382	91507686	Ifnar1	true	NM_010508
10436865	16	91547339	91564252	Ifngr2	true	NM_008338
10436873	16	91648125	91679434	Son	true	NM_178880
10436890	16	91712003	91712125	Gm10785	false	NA
10436892	16	91729754	91912593	Itsn1	true	NM_010587
10436941	16	92058566	92112472	Mrps6	true	NM_080456
10436945	16	92077302	92079458	Slc5a3	true	NM_017391
10436947	16	92292634	92298375	Kcne2	true	NM_134110
10436951	16	92301548	92313286	Fam165b	true	NM_138743
10436955	16	92478987	92492526	2410124H12Rik	false	NA
10436958	16	92498379	92541488	Clic6	true	NM_172469
10436967	16	93608082	93610594	Cbr1	true	NM_007620
10436972	16	93628352	93630581	LOC100505223	false	NA
10436976	16	93654569	93654878	10436976	false	NA
10436978	16	93683460	93691232	Cbr3	true	NM_173047
10436983	16	93712152	93810833	Dopey2	true	NM_027293
10437023	16	93832529	93876318	Morc3	true	NM_001045529
10437040	16	93884146	93906360	Chaf1b	true	NM_028083
10437055	16	94085176	94348636	Sim2	true	NM_011377
10437073	16	94550027	94558542	Ripply3	true	NM_133229
10437080	16	94592346	94690828	Ttc3	true	NM_009441
10437132	16	94650680	94650839	10437132	false	NA
10437134	16	94791617	94792141	Dyrk1a	true	NM_007890
10437136	16	94833067	94914006	Dyrk1a	true	NM_007890
10437151	16	95479258	95521867	Kcnj15	true	NM_019664
10437160	16	95924093	95942656	Ets2	true	NM_011809
10437171	16	96304283	96310677	10437171	false	NA
10437174	16	96367026	96379461	Wrb	true	NM_207301
10437180	16	96422278	96446167	Sh3bgr	true	NM_015825
10437191	16	96502639	96541464	B3galt5	true	NM_033149
10437195	16	96583401	96625638	Igsf5	true	NM_001177887
10437205	16	96689213	96747400	Pcp4	true	NM_008791
10437210	16	97578369	97660619	Bace2	true	NM_019517
10437222	2	NA	NA	10437222	false	NM_053263
10437224	16	97757690	97782577	Mx2	true	NM_013606
10437236	16	98229794	98230173	B230307C23Rik	false	NA
10437243	16	3707218	3718097	Mefv	true	NM_001161790
10437257	16	3861544	3872374	Zfp597	true	NM_001033159
10437263	16	3895181	3908660	1700037C18Rik	true	NM_028484
10437270	16	3908857	3909192	Cluap1	true	NM_029738
10437272	16	3945610	3976545	Nlrc3	true	NM_001081280
10437292	16	3979123	4001680	Btbd12	true	NM_177472
10437311	16	4039977	4077810	Trap1	true	NM_026508
10437330	16	4082201	4082533	Crebbp	false	NA
10437332	16	4084048	4213404	Crebbp	true	NM_001025432
10437364	16	4287545	4419806	Adcy9	true	NM_009624
10437376	16	4480214	4523066	Srl	true	NM_175347
10437384	16	4544661	4559720	Tcfap4	true	NM_031182
10437392	16	4616466	4624946	Pam16	true	NM_025571
10437399	16	4626157	4679777	Coro7	true	NM_030205
10437432	16	4711317	4719112	Nmral1	true	NM_026393
10437443	16	4765461	4789935	5730403B10Rik	true	NM_025670
10437451	16	4874783	4879818	Fam100a	true	NM_145359
10437454	16	4941441	4964297	Anks3	true	NM_028301
10437472	16	4986951	4997945	Sept12	true	NM_027669
10437483	16	5008822	5013620	Rogdi	true	NM_133185
10437499	16	5014030	5049953	Glyr1	true	NM_001079814
10437516	16	5086384	5132574	Ppl	true	NM_008909
10437541	16	5195381	5204105	Nagpa	true	NM_013796
10437552	16	5211919	5222453	AU021092	true	NM_001033220
10437561	16	5244248	5256049	Alg1	true	NM_145362
10437573	16	5324130	5324247	10437573	false	NA
10437575	16	8409019	8425229	Tmem114	true	NM_029070
10437580	16	8620840	8621232	10437580	false	NA
10437582	16	8623256	8625412	10437582	false	NA
10437586	16	8633824	8637804	Tmem186	true	NM_025708
10437590	16	8658673	8672246	Carhsp1	true	NM_025821
10437594	16	8690873	8757110	Usp7	true	NM_001003918
10437625	16	8766262	8766369	10437625	false	NA
10437627	2	NA	NA	10437627	false	NA
10437629	16	9577803	9992626	Grin2a	true	NM_008170
10437639	16	10281842	10314061	Emp2	true	NM_007929
10437646	16	10358046	10395541	Tekt5	true	NM_001099275
10437655	16	10420650	10447443	Nubp1	true	NM_011955
10437664	16	10530300	10543147	Dexi	true	NM_021428
10437668	16	10782336	10785629	Socs1	true	NM_009896
10437673	16	10788029	10788753	Tnp2	true	NM_013694
10437677	16	10790601	10791007	Prm3	true	NM_013638
10437680	16	10791473	10792198	Prm2	true	NM_008933
10437684	16	10796420	10796919	Prm1	true	NM_013637
10437687	16	10958952	10993400	Litaf	true	NM_019980
10437695	16	11060185	11066215	Litaf	false	NA
10437698	16	11075004	11134625	Txndc11	true	NM_029582
10437712	16	11136696	11176382	Zc3h7a	true	NM_145931
10437735	16	11167198	11167360	10437735	false	NA
10437737	16	11193063	11203393	Rsl1d1	true	NM_025546
10437748	16	11220248	11254302	Gspt1	true	NM_146066
10437765	16	11803797	11909538	Cpped1	true	NM_146067
10437773	16	12950854	12951548	10437773	false	NA
10437775	16	13516319	13519378	2310015D24Rik	false	NA
10437778	16	13538053	13668261	Parn	true	NM_028761
10437804	16	13715150	13730678	Pla2g10	true	NM_011987
10437813	16	13779841	13780725	10437813	false	NA
10437817	16	13834023	13903228	Pdxdc1	true	NM_053181
10437846	16	13982064	13984714	Ifitm7	true	NM_028968
10437852	16	14111626	14163444	4921513D23Rik	true	NM_001081154
10437885	16	14194625	14291465	Myh11	true	NM_013607
10437928	16	14299337	14317425	0610037P05Rik	true	NM_025345
10437934	9	NA	NA	10437934	false	NM_011029
10437936	16	15092515	15095884	F830005K03Rik	false	NA
10437940	16	15216952	15217421	10437940	false	NA
10437942	16	15552776	15594594	Ube2v2	true	NM_023585
10437945	16	15623994	15637451	Mcm4	true	NM_008565
10437963	16	15848534	15863462	Mzt2	true	NM_029354
10437970	16	15889317	16146926	2310008H04Rik	true	NM_146068
10437992	16	16312326	16359123	Dnm1l	true	NM_152816
10438017	16	16422069	16600132	Fgd4	true	NM_139232
10438040	16	16673143	16674072	Olfr19	true	NM_146335
10438042	16	16707707	16718189	4933404G15Rik	false	NA
10438049	16	16753109	16829406	Spag6	true	NM_015773
10438060	16	16860761	16863972	Igll1	true	NM_001190325
10438064	16	16868496	16869343	Vpreb1	true	NM_016982
10438069	16	17082091	17082784	Ypel1	true	NM_023249
10438071	16	17086648	17111325	Ppil2	true	NM_144954
10438091	16	17113491	17125199	2610318N02Rik	false	NA
10438094	16	17124154	17124235	Mir130b	false	NA
10438096	16	17124511	17124575	Mir301b	false	NA
10438098	16	17130231	17132458	Sdf2l1	true	NM_022324
10438103	16	17139157	17147322	Ccdc116	true	NM_001164606
10438109	16	17152106	17201585	Ube2l3	true	NM_009456
10438112	16	17280445	17406407	Pi4ka	true	NM_001001983
10438169	16	17341999	17342105	10438169	false	NA
10438171	16	17528072	17531145	Thap7	true	NM_026909
10438178	16	17545528	17561317	4930451C15Rik	true	NM_029053
10438189	16	17572111	17576764	Slc7a4	true	NM_144852
10438198	16	17651314	17723023	Med15	true	NM_033609
10438220	16	17835369	17838281	Car15	true	NM_030558
10438232	16	17840448	17891764	Dgcr2	true	NM_010048
10438245	16	17900802	17911434	Dgcr14	true	NM_022408
10438256	16	17913207	17915152	Gsc2	true	NM_029469
10438262	16	17925316	17928266	Slc25a1	true	NM_153150
10438272	16	18071819	18089250	Prodh	true	NM_011172
10438289	16	18209779	18213956	4933432I09Rik	false	NA
10438293	16	18220846	18235229	Zdhhc8	true	NM_172151
10438308	16	18239880	18248806	Ranbp1	true	NM_011239
10438313	16	18254041	18289308	Dgcr8	true	NM_033324
10438328	16	18300918	18343989	D16H22S680E	true	NM_138583
10438338	16	18327486	18327565	Mir185	false	NA
10438340	16	18407622	18426605	Comt1	true	NM_001111062
10438347	16	18581797	18590764	Tbx1	true	NM_011532
10438358	16	18620412	18630031	Sept5	true	NM_213614
10438376	17	NA	NA	10438376	false	NM_008503
10438378	16	18780545	18812065	Cdc45	true	NM_009862
10438400	16	18872310	18876730	Mrpl40	true	NM_010922
10438405	16	19061719	19260952	LOC433053	false	NA
10438415	16	19198647	19260937	Igl-C2	false	NA
10438421	16	19285868	19286834	Olfr164	true	NM_146451
10438423	16	19407132	19408171	Olfr165	true	NM_146466
10438425	16	19514789	19515727	Olfr167	true	NM_146935
10438427	16	19530073	19531011	Olfr168	true	NM_146357
10438429	16	19566033	19566974	Olfr169	true	NM_001011855
10438431	16	19605818	19606759	Olfr170	true	NM_146957
10438433	16	19624250	19625194	Olfr171	true	NM_146958
10438435	16	19653479	19706409	Lamp3	true	NM_177356
10438442	16	19876786	19884313	A930003A15Rik	false	NA
10438445	16	19946590	19983109	Klhl6	true	NM_183390
10438454	11	NA	NA	10438454	false	NM_133354
10438456	16	20235321	20241393	Map6d1	true	NM_198599
10438460	16	20279891	20302435	Parl	true	NM_001005767
10438468	16	20308460	20325477	Cyp2ab1	true	NM_183158
10438478	16	20331376	20426467	Abcc5	true	NM_013790
10438515	16	20545988	20546272	Gm15760	false	NA
10438517	16	20605545	20610817	Alg3	true	NM_145939
10438527	16	20619294	20621298	Camk2n2	true	NM_028420
10438530	16	20703037	20716187	Clcn2	true	NM_009900
10438555	16	20724527	20734584	Thpo	true	NM_009379
10438564	17	NA	NA	10438564	false	NM_025963
10438567	16	21152742	21154017	2310042E22Rik	true	NM_025634
10438570	16	21333045	21333429	Magef1	false	NA
10438572	16	21649113	21694687	2510009E07Rik	true	NM_001001881
10438575	16	21761360	21787876	Ehhadh	true	NM_023737
10438583	2	NA	NA	10438583	false	NM_009076
10438585	16	21934399	21947617	Tmem41a	true	NM_025693
10438592	16	21955444	21995524	Liph	true	NM_001083894
10438603	16	22059128	22163092	Igf2bp2	true	NM_183029
10438621	16	22245814	22266002	Tra2b	true	NM_009186
10438626	16	22381386	22439691	Etv5	true	NM_023794
10438639	16	22468519	22657294	Dgkg	true	NM_138650
10438666	16	22685420	22699589	10438666	false	NA
10438668	16	22805220	22811479	Crygs	true	NM_009967
10438672	16	22813288	22857611	Tbccd1	true	NM_001081368
10438681	16	22985927	23029141	Kng2	true	NM_201375
10438690	16	23114006	23127803	Rfc4	true	NM_145480
10438702	16	23220310	23225401	St6gal1	true	NM_145933
10438708	16	23449490	23520676	Masp1	true	NM_008555
10438726	16	23717255	23718840	Masp1	false	NA
10438730	16	23889665	23890930	Sst	true	NM_009215
10438733	16	23925634	23930880	Rtp2	true	NM_001008230
10438738	16	23965138	23988719	Bcl6	true	NM_009744
10438749	16	24406441	24406495	10438749	false	NA
10438751	16	25702728	25702834	10438751	false	NA
10438753	16	25960409	26105870	Leprel1	true	NM_173379
10438769	16	26356737	26371925	Cldn1	true	NM_016674
10438778	16	26504938	26526790	Tmem207	true	NM_001101640
10438784	16	26957321	26990060	Gm606	true	NM_001013761
10438791	16	27353397	27370325	Uts2d	true	NM_198166
10438801	16	28160184	28753277	Fgf12	true	NM_183064
10438813	16	28600021	28600129	Mir690	false	NA
10438815	16	28826262	28929784	1600021P15Rik	true	NM_177718
10438822	16	29232000	29378818	Atp13a5	true	NM_175650
10438854	16	29396127	29544950	Atp13a4	true	NM_001164612
10438889	16	29813776	29814192	9530020O07Rik	false	NA
10438891	16	29958013	29979210	Gm1968	true	NM_001033403
10438899	16	30256467	30267618	Cpn2	true	NM_027904
10438904	16	30269390	30283311	Lrrc15	true	NM_028973
10438907	16	30307779	30310865	Gp5	true	NM_008148
10438909	16	30313825	30314120	Atp13a3	true	NM_001128096
10438911	16	30315790	30366971	Atp13a3	true	NM_001128096
10438942	16	30511941	30550664	Tmem44	true	NM_172614
10438959	16	30560580	30587675	Lsg1	true	NM_178069
10438975	16	30955711	31081466	AI480653	true	NM_198626
10438980	16	31092499	31201324	Acap2	true	NM_030138
10439005	16	31251623	31275363	Ppp1r2	true	NM_025800
10439009	16	31296278	31314682	Apod	true	NM_007470
10439016	1	NA	NA	10439016	false	NM_001164286
10439018	16	31947857	31948567	0610012G03Rik	false	NA
10439021	16	31962592	32003257	Senp5	true	NM_177103
10439032	16	32017949	32079359	Pak2	true	NM_177326
10439049	16	32084506	32099817	Pigx	true	NM_024464
10439058	16	32142907	32165572	Lrrc33	true	NM_146069
10439063	16	32230198	32247188	Fbxo45	true	NM_173439
10439068	16	32475615	32487965	Osta	true	NM_145932
10439080	16	32591192	32592269	Osta	false	NA
10439084	16	32666507	32668114	Gm10818	false	NA
10439087	16	32786125	32797520	Muc20	true	NM_146071
10439092	16	32821793	32868437	1700021K19Rik	true	NM_172615
10439114	16	33015471	33053782	Iqcg	true	NM_178378
10439130	16	33955098	33967089	Umps	true	NM_009471
10439138	16	33975623	34573255	Kalrn	true	NM_177357
10439204	14	NA	NA	10439204	false	NM_025586
10439206	16	35234888	35235009	10439206	false	NA
10439208	16	35311217	35364004	Sec22a	true	NM_133704
10439216	16	35387922	35388158	10439216	false	NA
10439218	16	35397398	35490959	Pdia5	true	NM_028295
10439237	2	NA	NA	10439237	false	NM_025587
10439239	16	35694989	35769442	Dirc2	true	NM_153550
10439249	16	35832960	35871586	Parp14	true	NM_001039530
10439268	16	35926597	35939054	Dtx3l	true	NM_001013371
10439276	16	36042790	36071610	Fam162a	true	NM_027342
10439282	16	36120030	36131275	Csta	true	NM_001033239
10439285	16	36195324	36196473	Gm6815	false	NA
10439287	16	36235690	36235783	10439287	false	NA
10439289	16	36321751	36334418	BC117090	true	NM_001001332
10439292	16	36359468	36367834	BC100530	true	NM_001082546
10439296	16	36404033	36408421	Stfa2	true	NM_001082545
10439299	16	36450623	36455478	Stfa3	true	NM_025288
10439303	16	36493780	36562220	Casr	true	NM_013803
10439312	16	36603955	36666145	Cd86	true	NM_019388
10439321	16	36750267	36785048	Slc15a2	true	NM_021301
10439346	16	36792970	36874912	Eaf2	true	NM_001113401
10439357	16	36963546	36979222	Fbxo40	true	NM_001037321
10439362	16	37115742	37385009	Stxbp5l	true	NM_172440
10439392	16	37509881	37539875	Gtf2e1	true	NM_028812
10439398	16	37647688	37654454	Ndufb4	true	NM_026610
10439402	5	NA	NA	10439402	false	NM_011292
10439404	16	37854363	37856476	10439404	false	NA
10439409	16	38087688	38087874	BC031361	false	NA
10439411	16	38248437	38294909	Nr1i2	true	NM_010936
10439424	16	38298181	38341863	4932425I24Rik	true	NM_001081025
10439442	16	38396203	38433225	Pla1a	true	NM_134102
10439455	16	38444114	38452769	Adprh	true	NM_007414
10439463	16	38498433	38522709	4930455C21Rik	true	NM_024273
10439471	16	38525229	38550306	Poglut1	true	NM_172380
10439483	16	38598456	38713148	Arhgap31	true	NM_020260
10439498	16	38748827	38750044	10439498	false	NA
10439500	16	38773297	38800314	Upk1b	true	NM_178924
10439509	16	38812318	38828862	4930435E12Rik	true	NM_029042
10439514	16	42248665	42340764	Gap43	true	NM_008083
10439520	16	42796852	42875874	10439520	false	NA
10439523	16	43345998	43363748	10439523	false	NA
10439527	16	43649114	43664200	Tigit	true	NM_001146325
10439532	16	43861520	43889789	Qtrtd1	true	NM_029128
10439542	16	43969259	43979171	Zdhhc23	true	NM_001007460
10439547	16	43980468	44063401	Gramd1c	true	NM_153528
10439566	16	44085517	44139132	Atp6v1a	true	NM_007508
10439583	16	44240293	44333309	Sidt1	true	NM_001159419
10439612	16	44485157	44558983	Boc	true	NM_172506
10439634	16	44738984	44746472	Gtpbp8	true	NM_025332
10439642	16	45139686	45158752	Slc35a5	true	NM_028756
10439651	16	45382231	45409166	Cd200	true	NM_010818
10439660	16	45416868	45493082	Gm609	true	NM_001005854
10439667	16	45626961	45654231	BC016579	true	NM_145389
10439675	16	45656430	45693771	Tmprss7	true	NM_172455
10439695	16	45711343	45724721	Tagln3	true	NM_019754
10439701	16	45730030	45743017	Abhd10	true	NM_172511
10439710	16	45746356	45844491	Phldb2	true	NM_153412
10439732	16	45860511	46009959	Plcxd2	true	NM_001134480
10439742	16	46018180	46018286	10439742	false	NA
10439744	16	46035735	46120364	Cd96	true	NM_032465
10439762	2	NA	NA	10439762	false	NM_016661
10439766	16	46395118	46497077	Pvrl3	true	NM_021496
10439780	16	48122185	48158612	6430553K19Rik	false	NA
10439788	16	48410419	48410536	10439788	false	NA
10439790	16	48732023	48772248	Trat1	true	NM_198297
10439798	16	48925992	48994203	Dzip3	true	NM_001110017
10439830	16	48943112	48943215	10439830	false	NA
10439832	16	49296761	49347728	10439832	false	NA
10439835	16	49412151	49412743	Gm4802	false	NA
10439845	16	49929391	49955129	Gm5486	false	NA
10439848	16	50019769	50072965	Gm4827	false	NA
10439854	16	50195893	50432502	Bbx	true	NM_027444
10439874	16	50589972	50591267	Ccdc54	true	NM_027046
10439878	12	NA	NA	10439878	false	NM_008947
10439881	16	50719412	50732796	5330426P16Rik	false	NA
10439885	16	50920655	50920761	10439885	false	NA
10439887	16	51016637	51017020	10439887	false	NA
10439891	16	51362584	51363944	10439891	false	NA
10439895	16	52251003	52454187	Alcam	true	NM_009655
10439915	16	53404199	53404306	10439915	false	NA
10439917	16	55225288	55298099	Zpld1	true	NM_178720
10439932	16	55594895	55595001	10439932	false	NA
10439936	16	55811491	55838967	Nfkbiz	true	NM_030612
10439955	16	55844298	55866498	Fam55c	true	NM_001134457
10439960	16	55902376	55934961	Cep97	true	NM_028815
10439974	16	55940431	55940824	10439974	false	NA
10439976	16	55973388	55974663	2310061J03Rik	false	NA
10439980	16	56015621	56029830	Pcnp	true	NM_001024622
10439985	16	56033383	56037889	Rg9mtd1	true	NM_029092
10439989	16	56035866	56036000	10439989	false	NA
10439991	16	56690445	56717467	Tfg	true	NM_019678
10440002	16	56724722	56795971	Gpr128	true	NM_172825
10440019	16	56805274	56886279	Tmem45a	true	NM_019631
10440028	16	57038748	57071465	2310005G13Rik	true	NM_183281
10440037	16	57156621	57167445	Nit2	true	NM_023175
10440050	16	57168975	57231579	Tbc1d23	true	NM_026254
10440070	16	57266252	57291045	Tmem30c	true	NM_027651
10440077	16	57302113	57606979	2610528E23Rik	true	NM_025599
10440091	16	57624369	57754850	Col8a1	true	NM_007739
10440099	16	58468238	58524359	St3gal6	true	NM_018784
10440118	16	58529743	58530163	10440118	false	NA
10440120	16	58613799	58617091	Gm813	true	NM_001033404
10440125	16	58635370	58638552	E330017A01Rik	false	NA
10440131	16	58717548	58718837	Gpr15	true	NM_001162955
10440134	16	58760347	58761287	Olfr172	true	NM_147001
10440136	16	58796575	58797738	Olfr173	true	NM_147000
10440138	16	58823580	58824533	Olfr174	true	NM_147002
10440141	16	58872045	58872974	Olfr177	true	NM_146996
10440143	16	58889085	58890044	Olfr178	true	NM_146997
10440145	16	58915508	58916465	Olfr180	true	NM_001011662
10440147	16	58925383	58926486	Olfr181	true	NM_146999
10440149	16	59026802	59027739	Olfr186	true	NM_146321
10440151	16	59035606	59036601	Olfr187	true	NM_146322
10440156	16	59073981	59074904	Olfr190	true	NM_146397
10440158	16	59085378	59086307	Olfr191	true	NM_001011807
10440160	16	59097890	59098816	Olfr192	true	NM_207549
10440162	16	59109505	59110434	Olfr193	true	NM_001011791
10440164	16	59118974	59119894	Olfr194	true	NM_001005524
10440166	16	59167036	59167967	Olfr196	true	NM_146779
10440168	16	59185382	59186307	Olfr197	true	NM_146484
10440170	16	59201330	59202250	Olfr198	true	NM_001011808
10440172	16	59215511	59216437	Olfr199	true	NM_207550
10440174	16	59268565	59269491	Olfr201	true	NM_146994
10440176	16	59283398	59284321	Olfr202	true	NM_146995
10440178	16	59314314	59315231	Olfr204	true	NM_146992
10440180	16	59328416	59329333	Olfr205	true	NM_001011736
10440182	16	59344605	59345525	Olfr206	true	NM_146991
10440184	16	59361125	59362042	Olfr209	true	NM_207551
10440186	16	59491922	59555578	Crybg3	true	NM_174848
10440206	16	59612775	59638993	Arl6	true	NM_019665
10440216	16	59653309	60605073	Epha6	true	NM_007938
10440236	16	61372853	61372970	10440236	false	NA
10440238	16	62732271	62803490	Nsun3	true	NM_178925
10440246	16	62793511	62846823	Arl13b	true	NM_026577
10440258	16	63543362	63863984	Epha3	true	NM_010140
10440279	16	64477636	64478958	Csnka2ip	true	NM_173861
10440284	16	64765558	64770765	4930453N24Rik	true	NM_026273
